6.7320094e-08	6.2581735e-09
6.7079171e-08	5.8409833e-09
6.6863542e-08	5.4883627e-09
6.6657549e-08	4.9862052e-09
6.6419801e-08	4.5445341e-09
6.6226413e-08	4.2439616e-09
6.5991401e-08	3.7527417e-09
6.580963e-08	3.261913e-09
6.5580203e-08	2.7222333e-09
6.5350221e-08	2.1648381e-09
6.5159043e-08	1.8110875e-09
6.4902828e-08	1.1647087e-09
6.4758339e-08	5.9137678e-10
6.4503148e-08	1.6134563e-10
6.4236346e-08	-2.6063046e-10
6.4024277e-08	-5.547488e-10
6.3745894e-08	-1.0639116e-09
6.3557515e-08	-1.5569465e-09
6.3326489e-08	-2.192815e-09
6.3086468e-08	-2.6993714e-09
6.2861602e-08	-2.8912783e-09
6.2560169e-08	-3.3811951e-09
6.2380828e-08	-3.892751e-09
6.2107084e-08	-4.2896189e-09
6.1881501e-08	-4.9630051e-09
6.1691836e-08	-5.3493872e-09
6.1375886e-08	-5.8856378e-09
6.1175292e-08	-6.3135026e-09
6.0918666e-08	-6.8069288e-09
6.0645718e-08	-7.292051e-09
6.0436307e-08	-7.7241857e-09
6.0191375e-08	-8.4469765e-09
6.0005362e-08	-8.8692929e-09
5.9767736e-08	-9.5250634e-09
5.9478335e-08	-9.9198409e-09
5.9263762e-08	-1.0278844e-08
5.8953646e-08	-1.0812991e-08
5.8738951e-08	-1.1189045e-08
5.8483309e-08	-1.1751736e-08
5.8214557e-08	-1.2124083e-08
5.7981573e-08	-1.253836e-08
5.7671585e-08	-1.3092476e-08
5.7426401e-08	-1.3532774e-08
5.7129732e-08	-1.3964581e-08
5.6865062e-08	-1.4371615e-08
5.6603803e-08	-1.47701e-08
5.6321106e-08	-1.5249693e-08
5.6102238e-08	-1.5550198e-08
5.5820756e-08	-1.6158262e-08
5.5574702e-08	-1.6653965e-08
5.5348021e-08	-1.7133964e-08
5.50625e-08	-1.7685927e-08
5.4865733e-08	-1.8184783e-08
5.4590007e-08	-1.8741979e-08
5.4334439e-08	-1.9108619e-08
5.4080076e-08	-1.9661769e-08
5.3816112e-08	-2.032229e-08
5.3586131e-08	-2.0642846e-08
5.3294801e-08	-2.1271054e-08
5.3054759e-08	-2.1617527e-08
5.2793855e-08	-2.2170388e-08
5.2480402e-08	-2.2490251e-08
5.2289398e-08	-2.3011129e-08
5.2016691e-08	-2.373033e-08
5.178121e-08	-2.4173087e-08
5.1491963e-08	-2.4631818e-08
5.1189375e-08	-2.5037409e-08
5.0957613e-08	-2.5421361e-08
5.0620947e-08	-2.5845312e-08
5.0402711e-08	-2.6254307e-08
5.0104546e-08	-2.6703111e-08
4.9837709e-08	-2.7319039e-08
4.9635698e-08	-2.7806443e-08
4.9291685e-08	-2.8347884e-08
4.909786e-08	-2.8826177e-08
4.8812744e-08	-2.937163e-08
4.8535114e-08	-2.9849847e-08
4.8312394e-08	-3.0214178e-08
4.8001699e-08	-3.0833082e-08
4.7726832e-08	-3.1156592e-08
4.7445212e-08	-3.1716162e-08
4.7163702e-08	-3.2296754e-08
4.6920448e-08	-3.2699447e-08
4.6599045e-08	-3.3167943e-08
4.6332676e-08	-3.3649595e-08
4.6050143e-08	-3.4156184e-08
4.576691e-08	-3.4764611e-08
4.5513616e-08	-3.5072595e-08
4.5211408e-08	-3.554841e-08
4.4942411e-08	-3.6279349e-08
4.4664237e-08	-3.6572089e-08
4.4378861e-08	-3.7338854e-08
4.4157115e-08	-3.7796305e-08
4.3848306e-08	-3.828233e-08
4.3553449e-08	-3.8784712e-08
4.331628e-08	-3.9141579e-08
4.2979032e-08	-3.969641e-08
4.2722416e-08	-4.0144908e-08
4.2463903e-08	-4.0795133e-08
4.214488e-08	-4.133306e-08
4.1889351e-08	-4.1713001e-08
4.15709e-08	-4.2225885e-08
4.1261874e-08	-4.2684068e-08
4.1017778e-08	-4.3066034e-08
4.0720764e-08	-4.373296e-08
4.0441062e-08	-4.4007209e-08
4.0171241e-08	-4.4716369e-08
3.9865728e-08	-4.5212644e-08
3.9639865e-08	-4.5690477e-08
3.9291663e-08	-4.6181341e-08
3.9020836e-08	-4.6674248e-08
3.8756333e-08	-4.7288768e-08
3.8462513e-08	-4.7779832e-08
3.820211e-08	-4.8100055e-08
3.7910638e-08	-4.8695117e-08
3.7563513e-08	-4.909003e-08
3.7327904e-08	-4.9614695e-08
3.6978051e-08	-5.003352e-08
3.6717431e-08	-5.0463111e-08
3.6442756e-08	-5.109673e-08
3.6154805e-08	-5.1733331e-08
3.5944712e-08	-5.2327138e-08
3.5638529e-08	-5.2920818e-08
3.5342353e-08	-5.3239525e-08
3.5028471e-08	-5.3700717e-08
3.4696786e-08	-5.4096663e-08
3.4421692e-08	-5.4446947e-08
3.4121182e-08	-5.501666e-08
3.3846696e-08	-5.5566968e-08
3.3591046e-08	-5.6107979e-08
3.3266009e-08	-5.658789e-08
3.3017741e-08	-5.7022987e-08
3.2770316e-08	-5.7771992e-08
3.2439459e-08	-5.8151024e-08
3.2195231e-08	-5.8651878e-08
3.1852849e-08	-5.9149119e-08
3.1573556e-08	-5.9437365e-08
3.1238301e-08	-5.9825119e-08
3.0948456e-08	-6.0461353e-08
3.0707771e-08	-6.0929843e-08
3.0404181e-08	-6.1628164e-08
3.0159647e-08	-6.2002812e-08
2.9853023e-08	-6.2512314e-08
2.953184e-08	-6.3006965e-08
2.9296739e-08	-6.3464149e-08
2.8936988e-08	-6.391938e-08
2.8672494e-08	-6.4305091e-08
2.8362892e-08	-6.4779179e-08
